age,fnlwgt,education-num,marital-status,sex,capital-gain,capital-loss,hours-per-week,income
45,54098,11,Married-civ-spouse,Male,0,0,50,>50K
53,127671,4,Married-civ-spouse,Male,0,0,40,<=50K
45,161954,13,Never-married,Female,0,0,40,<=50K
64,208862,9,Married-civ-spouse,Male,0,0,50,>50K
20,282604,10,Never-married,Male,0,0,20,<=50K
20,223515,10,Never-married,Male,0,0,40,<=50K
30,327112,13,Divorced,Male,0,1564,40,>50K
30,190823,10,Never-married,Female,0,0,40,<=50K
26,97698,14,Never-married,Male,0,0,32,<=50K
18,172214,9,Never-married,Female,0,0,20,<=50K
19,111232,9,Never-married,Male,0,0,40,<=50K
44,230478,13,Married-civ-spouse,Male,0,0,40,>50K
20,191910,9,Never-married,Male,0,0,40,<=50K
68,76371,9,Married-civ-spouse,Male,0,0,45,>50K
33,184784,6,Divorced,Female,0,0,40,<=50K
63,404547,9,Married-civ-spouse,Male,0,0,30,<=50K
22,262819,10,Never-married,Female,0,0,40,<=50K
90,46786,13,Married-civ-spouse,Male,9386,0,15,>50K
32,131588,10,Never-married,Female,0,0,20,<=50K
17,117906,6,Never-married,Male,0,0,40,<=50K
67,195066,9,Married-civ-spouse,Male,0,0,50,<=50K
26,328663,9,Married-civ-spouse,Male,0,0,40,<=50K
42,173628,13,Married-civ-spouse,Male,0,0,40,>50K
43,144778,13,Married-civ-spouse,Male,0,0,55,>50K
19,570002,10,Never-married,Female,0,0,25,<=50K
46,216666,5,Married-civ-spouse,Male,0,0,40,<=50K
24,116800,11,Never-married,Male,0,0,35,<=50K
23,174754,10,Never-married,Female,0,0,30,<=50K
22,162343,10,Never-married,Male,0,0,22,<=50K
18,198614,7,Never-married,Female,0,0,8,<=50K
42,248406,9,Married-civ-spouse,Male,0,0,40,<=50K
38,188303,10,Married-civ-spouse,Male,7688,0,40,>50K
51,240236,12,Separated,Male,0,0,30,<=50K
33,913447,10,Divorced,Female,0,0,40,<=50K
31,148607,10,Divorced,Male,0,0,40,<=50K
25,213412,10,Married-civ-spouse,Male,0,0,40,>50K
61,273803,9,Married-civ-spouse,Male,0,0,40,<=50K
27,177398,9,Never-married,Female,0,0,64,<=50K
43,143939,9,Divorced,Female,0,0,50,>50K
20,144685,10,Never-married,Female,0,1602,40,<=50K
33,205649,12,Married-spouse-absent,Male,0,0,20,<=50K
41,173682,11,Married-civ-spouse,Male,0,0,43,>50K
57,163047,9,Married-civ-spouse,Female,0,0,38,<=50K
36,139743,10,Widowed,Female,0,0,40,<=50K
22,112130,9,Never-married,Female,0,0,40,<=50K
36,128382,10,Never-married,Male,0,0,45,<=50K
60,238913,13,Married-civ-spouse,Male,0,0,46,>50K
52,167651,11,Married-civ-spouse,Male,0,0,40,>50K
52,71768,10,Divorced,Female,0,0,40,<=50K
46,167515,10,Married-civ-spouse,Male,0,1977,50,>50K
28,52603,13,Married-civ-spouse,Male,0,0,50,>50K
35,200426,11,Married-spouse-absent,Female,0,0,44,<=50K
32,143162,6,Married-civ-spouse,Female,0,0,40,<=50K
44,249332,9,Married-civ-spouse,Male,0,0,40,<=50K
55,156089,10,Widowed,Female,0,0,40,<=50K
28,175710,13,Married-civ-spouse,Female,0,0,40,>50K
46,370119,15,Married-civ-spouse,Male,99999,0,60,>50K
59,333270,14,Married-civ-spouse,Female,0,0,35,<=50K
32,27856,10,Never-married,Female,0,0,40,<=50K
19,378114,9,Married-civ-spouse,Male,0,0,25,<=50K
43,183096,10,Separated,Female,0,0,10,<=50K
28,115677,12,Never-married,Male,0,0,32,<=50K
24,103277,9,Never-married,Female,2597,0,40,<=50K
20,154779,10,Never-married,Female,0,0,40,<=50K
20,298155,10,Never-married,Female,0,0,40,<=50K
38,154410,9,Married-civ-spouse,Male,0,2051,40,<=50K
32,232766,10,Never-married,Female,0,0,40,<=50K
40,30759,11,Married-civ-spouse,Male,0,0,60,<=50K
50,117496,13,Married-civ-spouse,Female,0,0,24,<=50K
38,82880,13,Married-civ-spouse,Female,0,0,15,<=50K
43,99212,11,Married-civ-spouse,Male,3103,0,48,>50K
44,37618,9,Married-civ-spouse,Male,0,0,40,>50K
59,202682,9,Married-civ-spouse,Male,0,0,40,<=50K
40,223277,13,Married-civ-spouse,Male,0,0,50,>50K
23,248978,7,Married-civ-spouse,Male,0,0,40,<=50K
48,317360,13,Married-civ-spouse,Female,0,0,20,>50K
18,231193,8,Never-married,Male,0,0,30,<=50K
23,99543,8,Never-married,Male,0,0,46,<=50K
50,339547,15,Married-civ-spouse,Male,0,0,40,>50K
43,328570,10,Divorced,Female,0,0,38,<=50K
68,31725,9,Married-civ-spouse,Male,0,0,40,<=50K
55,92215,9,Divorced,Female,0,0,40,<=50K
38,34173,13,Never-married,Female,0,0,45,<=50K
23,87569,10,Separated,Female,0,0,40,<=50K
17,317702,6,Never-married,Female,0,0,15,<=50K
45,246392,9,Never-married,Female,0,0,30,<=50K
28,139903,13,Never-married,Female,0,0,40,<=50K
51,302579,9,Divorced,Female,0,0,30,<=50K
34,204375,15,Never-married,Female,0,0,60,>50K
31,200192,9,Divorced,Female,0,0,40,<=50K
32,419691,8,Married-civ-spouse,Male,0,0,40,>50K
46,155489,14,Married-civ-spouse,Male,0,0,50,>50K
23,153044,9,Never-married,Female,0,0,7,<=50K
61,129246,6,Married-civ-spouse,Male,0,0,48,<=50K
29,267034,7,Never-married,Male,0,0,40,<=50K
26,57512,11,Never-married,Male,0,0,48,<=50K
59,340591,6,Married-civ-spouse,Male,3942,0,40,<=50K
27,341504,10,Never-married,Female,0,0,40,<=50K
48,324173,11,Divorced,Female,0,0,50,<=50K
26,168403,9,Married-civ-spouse,Male,0,0,40,<=50K
59,160362,9,Married-civ-spouse,Male,0,0,60,<=50K
40,205175,9,Widowed,Female,0,0,37,<=50K
17,270942,9,Never-married,Male,0,0,35,<=50K
50,133963,13,Divorced,Female,0,0,50,<=50K
22,409230,8,Never-married,Male,0,0,40,<=50K
67,63552,4,Widowed,Female,0,0,35,<=50K
57,301514,9,Married-civ-spouse,Male,0,0,40,<=50K
57,225913,10,Married-civ-spouse,Male,0,0,45,>50K
22,124454,10,Never-married,Male,0,0,30,<=50K
43,60001,13,Divorced,Male,0,0,44,>50K
33,69748,9,Married-civ-spouse,Female,0,0,40,<=50K
39,50700,9,Married-civ-spouse,Male,0,0,40,<=50K
17,197850,7,Never-married,Female,0,0,24,<=50K
29,123983,14,Never-married,Male,0,0,40,<=50K
47,121124,13,Married-civ-spouse,Male,15024,0,50,>50K
23,202284,13,Never-married,Male,0,0,20,<=50K
54,57758,14,Married-civ-spouse,Male,0,0,68,>50K
21,122348,10,Never-married,Female,0,0,35,<=50K
40,105862,13,Divorced,Female,5455,0,40,<=50K
60,166330,9,Married-civ-spouse,Female,0,0,40,<=50K
30,167790,9,Never-married,Female,0,0,40,<=50K
38,26698,9,Married-civ-spouse,Male,0,0,40,<=50K
38,34180,10,Married-civ-spouse,Male,0,0,40,<=50K
45,277434,12,Widowed,Male,0,0,40,>50K
24,141113,4,Married-civ-spouse,Male,2580,0,40,<=50K
37,138441,9,Divorced,Male,0,0,40,<=50K
31,226696,11,Married-civ-spouse,Male,0,0,60,>50K
37,121510,9,Divorced,Male,0,0,55,<=50K
39,99065,13,Married-civ-spouse,Female,0,0,40,>50K
42,24763,16,Married-civ-spouse,Male,15024,0,40,>50K
45,67716,10,Married-civ-spouse,Male,0,0,60,<=50K
24,172496,14,Never-married,Male,0,0,50,<=50K
32,473133,14,Married-civ-spouse,Male,0,0,40,>50K
47,664821,13,Married-civ-spouse,Male,0,0,40,<=50K
25,81286,9,Married-civ-spouse,Male,0,0,45,<=50K
44,286750,10,Married-civ-spouse,Male,0,0,40,<=50K
46,185041,9,Married-civ-spouse,Male,0,0,75,>50K
51,133336,9,Married-civ-spouse,Male,0,0,40,>50K
36,43712,6,Married-civ-spouse,Male,0,0,40,<=50K
17,265657,7,Never-married,Male,0,0,25,<=50K
21,314182,9,Never-married,Female,0,0,40,<=50K
23,167692,10,Never-married,Female,0,0,20,<=50K
42,32533,10,Never-married,Male,0,0,45,<=50K
36,135416,10,Married-civ-spouse,Female,0,0,50,<=50K
52,256916,9,Married-civ-spouse,Male,0,0,40,<=50K
19,184308,10,Married-civ-spouse,Female,0,0,30,<=50K
35,33975,13,Married-civ-spouse,Male,0,0,40,>50K
36,279721,9,Married-civ-spouse,Male,0,0,40,<=50K
26,261203,4,Never-married,Female,0,0,30,<=50K
17,126832,6,Never-married,Male,0,0,30,<=50K
66,134130,13,Widowed,Male,0,0,12,<=50K
52,42924,8,Married-civ-spouse,Male,0,0,45,<=50K
34,100669,13,Married-civ-spouse,Male,0,0,40,>50K
32,153588,9,Divorced,Male,0,0,40,<=50K
34,195860,9,Married-civ-spouse,Male,0,0,40,<=50K
52,370552,1,Married-civ-spouse,Male,0,0,40,<=50K
31,149726,9,Married-civ-spouse,Male,0,0,50,<=50K
19,292590,9,Married-civ-spouse,Female,0,0,25,<=50K
32,239659,10,Separated,Female,0,0,70,<=50K
69,170877,9,Married-civ-spouse,Male,0,0,48,<=50K
36,182863,13,Married-civ-spouse,Male,0,0,50,>50K
47,139268,15,Married-civ-spouse,Male,0,1977,60,>50K
69,113035,2,Widowed,Female,0,0,4,<=50K
33,183845,9,Married-civ-spouse,Female,0,0,38,<=50K
25,456604,7,Married-civ-spouse,Male,0,0,40,<=50K
47,190139,14,Married-civ-spouse,Male,0,0,40,>50K
59,147707,9,Widowed,Male,0,2339,40,<=50K
17,104232,6,Never-married,Male,0,0,10,<=50K
37,38468,10,Never-married,Female,0,0,40,<=50K
54,511668,16,Married-civ-spouse,Male,0,1977,43,>50K
23,183327,9,Never-married,Female,0,1594,20,<=50K
26,49092,9,Married-civ-spouse,Male,0,0,40,<=50K
63,102412,9,Divorced,Female,0,0,40,<=50K
44,197389,9,Married-spouse-absent,Female,0,0,40,<=50K
28,186720,10,Never-married,Female,0,0,50,<=50K
55,145214,9,Divorced,Female,0,0,40,<=50K
36,32587,10,Married-civ-spouse,Male,0,0,40,<=50K
26,170786,10,Married-civ-spouse,Male,0,0,40,<=50K
57,119253,14,Married-civ-spouse,Male,15024,0,65,>50K
21,82497,10,Never-married,Female,0,0,30,<=50K
50,231196,13,Divorced,Male,0,0,50,<=50K
19,113915,9,Never-married,Male,0,0,10,<=50K
33,178429,13,Married-civ-spouse,Male,0,0,40,>50K
28,168901,13,Married-civ-spouse,Male,0,0,40,<=50K
48,219021,15,Married-civ-spouse,Male,0,0,35,>50K
26,236068,10,Never-married,Female,0,0,20,<=50K
56,229525,5,Married-civ-spouse,Male,0,0,40,<=50K
46,140219,14,Divorced,Female,8614,0,55,>50K
22,190903,7,Married-civ-spouse,Female,0,0,20,<=50K
62,266624,9,Married-civ-spouse,Male,6418,0,40,>50K
46,349230,11,Married-civ-spouse,Male,0,1848,40,>50K
52,254285,13,Married-civ-spouse,Male,0,0,40,<=50K
36,171968,9,Married-civ-spouse,Male,0,0,40,<=50K
28,148429,9,Married-civ-spouse,Male,0,0,40,<=50K
32,295117,13,Married-civ-spouse,Male,0,0,40,>50K
32,235862,10,Divorced,Female,0,0,45,<=50K
36,54229,12,Married-civ-spouse,Female,0,0,37,<=50K
21,149224,10,Never-married,Male,0,0,30,<=50K
43,159549,9,Married-civ-spouse,Male,0,0,40,<=50K
24,200997,9,Never-married,Male,0,0,45,<=50K
47,275095,10,Divorced,Female,0,0,40,<=50K
53,204397,9,Married-civ-spouse,Male,0,0,60,<=50K
41,95708,14,Never-married,Male,0,0,45,>50K
50,31621,9,Married-civ-spouse,Male,0,0,40,>50K
48,185385,9,Married-civ-spouse,Male,0,0,98,<=50K
40,198692,10,Married-civ-spouse,Male,5178,0,60,>50K
58,322691,13,Married-civ-spouse,Male,0,0,40,>50K
21,212619,11,Never-married,Male,0,0,40,<=50K
23,279243,10,Never-married,Male,0,0,40,<=50K
31,110554,9,Married-civ-spouse,Female,4386,0,40,>50K
19,60661,9,Never-married,Male,0,0,52,<=50K
59,96459,7,Never-married,Male,0,0,40,<=50K
49,232586,3,Married-civ-spouse,Male,0,0,40,<=50K
27,193898,9,Divorced,Male,0,0,50,<=50K
32,108256,9,Married-civ-spouse,Male,0,0,40,<=50K
42,136419,9,Married-civ-spouse,Male,0,0,50,>50K
34,127651,13,Divorced,Male,0,0,60,<=50K
41,60949,9,Divorced,Male,0,0,55,<=50K
26,195327,9,Never-married,Male,0,0,40,<=50K
39,680390,9,Separated,Female,0,0,24,<=50K
28,314177,6,Never-married,Male,0,0,40,<=50K
69,370837,13,Divorced,Male,0,0,40,<=50K
32,244268,13,Never-married,Male,0,0,50,<=50K
51,348099,9,Never-married,Female,0,1590,40,<=50K
30,36069,12,Married-civ-spouse,Male,0,0,40,<=50K
33,116508,6,Married-civ-spouse,Male,0,0,40,<=50K
20,194138,7,Never-married,Male,0,0,20,<=50K
21,138575,9,Never-married,Male,0,0,60,<=50K
22,233624,9,Married-civ-spouse,Male,0,0,43,<=50K
54,86837,9,Married-civ-spouse,Male,0,1902,40,>50K
34,34572,9,Never-married,Male,0,0,60,<=50K
25,198632,10,Married-spouse-absent,Male,0,0,50,<=50K
35,162358,13,Never-married,Female,0,0,50,>50K
59,83542,12,Divorced,Male,0,0,40,<=50K
34,164190,13,Married-civ-spouse,Male,0,0,40,<=50K
35,332588,9,Divorced,Female,0,0,30,<=50K
28,445824,14,Married-civ-spouse,Female,0,0,50,>50K
36,206951,13,Married-civ-spouse,Male,0,1902,45,>50K
40,188942,10,Married-civ-spouse,Female,0,0,40,<=50K
25,231357,9,Never-married,Female,0,0,40,<=50K
41,154194,9,Never-married,Female,0,0,40,<=50K
30,290677,14,Never-married,Female,0,0,20,<=50K
37,230408,9,Divorced,Female,0,0,20,<=50K
63,57674,14,Married-civ-spouse,Male,0,0,48,<=50K
25,158662,9,Married-civ-spouse,Female,0,0,50,>50K
64,92115,10,Married-civ-spouse,Male,0,0,40,<=50K
19,254247,8,Never-married,Male,0,0,38,<=50K
59,380357,13,Divorced,Male,0,0,40,<=50K
37,327323,3,Separated,Male,0,0,32,<=50K
35,953588,9,Married-civ-spouse,Female,0,0,40,>50K
36,298717,9,Married-civ-spouse,Male,0,0,40,<=50K
23,136824,10,Never-married,Male,0,0,20,<=50K
39,278187,9,Married-civ-spouse,Male,0,0,40,<=50K
49,40000,13,Married-civ-spouse,Male,4064,0,44,<=50K
55,170287,10,Married-civ-spouse,Male,0,0,40,>50K
28,65389,9,Never-married,Male,0,0,30,<=50K
24,215797,13,Never-married,Female,0,0,40,<=50K
46,167915,9,Married-civ-spouse,Male,0,0,40,<=50K
19,194905,10,Never-married,Female,0,0,30,<=50K
52,310045,5,Married-spouse-absent,Female,0,0,30,<=50K
54,346014,10,Married-civ-spouse,Female,0,0,40,<=50K
22,214731,6,Married-civ-spouse,Female,0,0,40,<=50K
18,196061,10,Never-married,Male,0,0,33,<=50K
40,124692,13,Married-civ-spouse,Male,0,0,40,>50K
26,106406,10,Married-civ-spouse,Male,0,0,40,<=50K
29,210464,5,Married-civ-spouse,Male,0,0,40,<=50K
30,114691,9,Never-married,Male,0,0,40,<=50K
47,140664,13,Divorced,Male,0,0,45,<=50K
30,55291,13,Married-civ-spouse,Male,0,0,40,>50K
49,61885,7,Married-civ-spouse,Male,0,0,40,<=50K
18,215190,8,Never-married,Female,0,0,20,<=50K
35,62669,10,Married-civ-spouse,Male,0,0,55,>50K
29,57423,11,Married-civ-spouse,Male,0,0,48,<=50K
52,152373,9,Married-civ-spouse,Male,2105,0,40,<=50K
28,211920,9,Married-civ-spouse,Male,0,0,40,<=50K
20,245297,10,Never-married,Female,0,0,20,<=50K
47,27067,9,Divorced,Female,0,0,40,<=50K
24,203027,12,Never-married,Male,0,0,40,<=50K
26,108542,10,Married-civ-spouse,Male,0,0,40,>50K
34,185556,10,Never-married,Female,0,0,12,>50K
40,77247,8,Married-civ-spouse,Male,0,0,50,>50K
30,166961,10,Married-civ-spouse,Female,0,0,20,>50K
26,233777,9,Married-civ-spouse,Male,0,0,72,<=50K
44,192976,9,Married-civ-spouse,Male,0,0,40,<=50K
18,298860,8,Never-married,Male,0,0,20,<=50K
51,134447,9,Married-civ-spouse,Male,0,0,70,<=50K
34,171159,10,Divorced,Female,0,0,30,<=50K
60,149281,9,Married-civ-spouse,Male,0,0,40,<=50K
47,197836,9,Married-civ-spouse,Male,0,0,45,<=50K
25,22546,13,Never-married,Male,0,0,60,<=50K
23,287988,10,Never-married,Male,0,0,20,<=50K
39,190297,16,Married-civ-spouse,Male,99999,0,55,>50K
29,201954,13,Never-married,Male,0,0,35,<=50K
21,143062,10,Never-married,Male,0,0,32,<=50K
45,205644,9,Separated,Female,0,0,26,<=50K
20,250630,10,Never-married,Female,0,0,20,<=50K
20,199268,10,Never-married,Female,0,0,20,<=50K
20,33551,9,Never-married,Male,0,0,40,<=50K
41,204410,9,Married-civ-spouse,Male,0,1485,44,>50K
29,250679,9,Never-married,Male,0,0,40,<=50K
52,145333,13,Divorced,Male,0,0,60,<=50K
47,161558,6,Married-spouse-absent,Male,0,0,45,<=50K
20,470875,9,Married-civ-spouse,Male,0,0,32,<=50K
57,116878,2,Married-civ-spouse,Male,0,0,40,<=50K
60,142922,9,Married-civ-spouse,Male,0,0,50,<=50K
17,566049,6,Never-married,Male,0,0,8,<=50K
66,193132,5,Separated,Female,0,0,30,<=50K
53,135105,13,Divorced,Female,0,0,50,<=50K
35,164526,9,Married-civ-spouse,Male,0,0,40,>50K
53,150980,10,Married-civ-spouse,Male,3137,0,40,<=50K
58,51499,11,Married-civ-spouse,Male,0,0,40,<=50K
32,120426,9,Separated,Female,0,0,40,<=50K
17,231439,7,Never-married,Male,0,0,30,<=50K
51,125796,10,Married-civ-spouse,Female,0,0,35,<=50K
61,101500,11,Married-civ-spouse,Male,0,0,40,<=50K
34,157289,9,Married-civ-spouse,Male,0,0,40,<=50K
19,53220,9,Never-married,Female,0,0,40,<=50K
36,107302,14,Married-civ-spouse,Male,0,0,60,>50K
78,135839,9,Widowed,Female,1086,0,20,<=50K
55,166502,14,Never-married,Female,0,0,45,<=50K
41,176452,9,Never-married,Male,0,0,40,<=50K
26,216010,9,Separated,Female,0,0,40,<=50K
25,366416,9,Never-married,Female,0,0,40,<=50K
71,181301,9,Married-civ-spouse,Male,0,0,40,<=50K
29,32280,9,Never-married,Male,0,0,45,<=50K
22,171176,9,Never-married,Female,0,0,48,<=50K
19,242941,10,Never-married,Female,0,1602,10,<=50K
53,175456,10,Married-civ-spouse,Male,0,0,30,<=50K
47,55377,9,Never-married,Male,0,0,40,<=50K
21,265148,9,Never-married,Male,0,0,38,<=50K
33,126950,9,Married-civ-spouse,Male,0,0,60,<=50K
21,253583,9,Never-married,Male,0,0,40,<=50K
55,95149,10,Married-civ-spouse,Male,0,0,99,<=50K
22,177902,10,Never-married,Female,0,0,25,<=50K
32,317660,9,Married-civ-spouse,Male,7688,0,40,>50K
34,30433,13,Never-married,Female,0,0,35,<=50K
45,88265,9,Never-married,Female,0,0,40,<=50K
59,308118,12,Widowed,Female,0,0,40,>50K
49,102945,4,Widowed,Female,0,0,40,<=50K
24,211585,9,Married-civ-spouse,Female,0,0,40,<=50K
34,49469,13,Never-married,Male,99999,0,50,>50K
50,24013,10,Married-civ-spouse,Male,0,0,84,>50K
48,166929,13,Married-civ-spouse,Male,0,0,45,>50K
53,181317,9,Married-civ-spouse,Male,0,0,40,<=50K
19,158118,9,Never-married,Female,0,1719,40,<=50K
53,22978,14,Married-civ-spouse,Female,0,0,50,>50K
46,57929,9,Divorced,Male,0,0,25,<=50K
35,36270,9,Divorced,Male,0,0,60,<=50K
24,291407,9,Married-civ-spouse,Male,0,0,40,<=50K
72,75890,10,Widowed,Female,0,0,4,<=50K
49,168211,9,Married-civ-spouse,Male,0,0,40,>50K
47,126754,14,Married-civ-spouse,Male,0,0,40,>50K
31,226494,13,Never-married,Male,0,0,45,<=50K
36,168223,13,Never-married,Female,0,0,40,<=50K
44,63042,13,Divorced,Female,0,0,50,>50K
35,272019,7,Married-civ-spouse,Male,0,2057,40,<=50K
40,189610,9,Divorced,Female,0,0,52,<=50K
32,118161,9,Married-civ-spouse,Male,0,0,40,<=50K
19,283945,10,Never-married,Male,0,0,25,<=50K
41,210094,9,Never-married,Female,0,0,40,<=50K
35,198841,11,Divorced,Male,0,0,35,<=50K
21,185357,9,Never-married,Male,0,0,50,<=50K
66,149422,4,Never-married,Male,0,0,4,<=50K
26,386585,10,Divorced,Male,0,0,60,<=50K
33,182926,13,Never-married,Male,0,0,40,<=50K
40,105936,9,Married-spouse-absent,Female,0,0,38,<=50K
61,140300,9,Never-married,Female,0,0,44,<=50K
24,195808,10,Never-married,Male,0,0,40,<=50K
51,138358,6,Divorced,Female,0,0,35,<=50K
44,173888,4,Married-civ-spouse,Male,0,0,80,>50K
52,256861,13,Married-civ-spouse,Male,0,0,50,<=50K
44,211759,13,Married-civ-spouse,Male,0,0,40,<=50K
35,40135,10,Married-civ-spouse,Male,0,2042,40,<=50K
41,343121,9,Divorced,Female,0,0,36,<=50K
33,203784,11,Married-civ-spouse,Male,0,0,62,<=50K
