age,fnlwgt,education-num,marital-status,sex,capital-gain,capital-loss,hours-per-week,income
40,78036,11,Married-civ-spouse,Female,0,0,65,>50K
24,187937,13,Never-married,Female,0,0,40,<=50K
28,181776,13,Never-married,Female,0,0,50,<=50K
46,214955,3,Divorced,Female,0,2339,45,<=50K
23,162593,13,Never-married,Female,0,0,40,<=50K
17,659273,7,Never-married,Female,0,0,40,<=50K
34,154667,9,Married-civ-spouse,Female,0,0,40,<=50K
19,351040,10,Never-married,Female,0,0,40,<=50K
45,93535,14,Divorced,Female,0,0,40,<=50K
34,441454,9,Never-married,Female,0,0,24,<=50K
58,374108,10,Divorced,Female,0,0,40,<=50K
24,51799,9,Married-civ-spouse,Female,0,0,40,<=50K
22,200318,12,Never-married,Female,0,0,15,<=50K
33,415706,3,Separated,Female,0,0,40,<=50K
58,205267,13,Married-civ-spouse,Female,0,0,40,>50K
70,280639,9,Widowed,Female,2329,0,20,<=50K
19,199441,9,Never-married,Female,0,0,40,<=50K
66,86010,6,Widowed,Female,0,0,11,<=50K
36,334366,7,Separated,Female,0,0,32,<=50K
21,164991,9,Divorced,Female,0,0,38,<=50K
23,225724,10,Never-married,Female,0,0,25,<=50K
41,95047,11,Married-civ-spouse,Female,7688,0,44,>50K
19,124884,5,Never-married,Female,0,0,25,<=50K
21,163333,10,Never-married,Female,0,0,35,<=50K
17,41643,7,Never-married,Female,0,0,15,<=50K
42,99373,9,Divorced,Female,0,0,40,<=50K
42,184823,10,Never-married,Female,0,0,40,<=50K
55,160303,9,Widowed,Female,0,0,40,<=50K
24,196332,9,Never-married,Female,0,0,40,<=50K
27,255582,9,Never-married,Female,0,0,40,<=50K
40,111020,9,Separated,Female,0,0,40,<=50K
35,101387,9,Divorced,Female,0,0,50,<=50K
49,35406,9,Widowed,Female,0,0,20,<=50K
43,64048,5,Never-married,Female,0,0,44,<=50K
43,281138,9,Separated,Female,0,0,40,<=50K
57,268252,9,Divorced,Female,0,0,62,<=50K
38,216129,10,Married-spouse-absent,Female,0,0,35,<=50K
18,189924,9,Never-married,Female,0,0,24,<=50K
22,335453,10,Never-married,Female,0,0,16,<=50K
19,292583,9,Never-married,Female,0,0,30,<=50K
51,208899,13,Separated,Female,0,0,40,<=50K
39,46028,10,Divorced,Female,0,0,60,<=50K
63,151210,4,Divorced,Female,0,0,40,<=50K
22,31102,10,Never-married,Female,0,0,4,<=50K
41,194710,9,Never-married,Female,0,0,40,<=50K
25,362912,10,Never-married,Female,0,0,50,<=50K
27,150080,13,Never-married,Female,0,0,40,<=50K
22,35448,9,Married-civ-spouse,Female,0,0,22,<=50K
23,210053,10,Never-married,Female,0,0,28,<=50K
66,186061,10,Widowed,Female,0,4356,40,<=50K
18,264924,10,Never-married,Female,0,0,40,<=50K
37,174503,13,Widowed,Female,0,0,50,<=50K
48,224474,10,Divorced,Female,0,0,40,<=50K
64,216208,10,Widowed,Female,0,0,40,<=50K
28,67386,9,Never-married,Female,0,0,40,<=50K
39,343403,9,Married-civ-spouse,Female,0,0,36,<=50K
44,188331,10,Separated,Female,0,0,38,<=50K
37,330826,11,Married-civ-spouse,Female,0,0,30,<=50K
32,549430,9,Never-married,Female,0,0,40,<=50K
29,83742,9,Divorced,Female,0,0,45,<=50K
22,61850,9,Never-married,Female,0,0,40,<=50K
35,226311,13,Never-married,Female,0,0,40,<=50K
57,220871,4,Widowed,Female,0,0,40,<=50K
26,186950,11,Married-civ-spouse,Female,0,0,40,>50K
22,205940,13,Never-married,Female,1055,0,30,<=50K
40,247245,5,Divorced,Female,0,0,40,<=50K
28,123147,10,Never-married,Female,4865,0,40,<=50K
35,223514,13,Married-civ-spouse,Female,0,0,40,<=50K
33,335625,10,Divorced,Female,0,0,40,<=50K
37,243425,9,Divorced,Female,0,0,50,<=50K
19,168693,9,Never-married,Female,0,0,25,<=50K
44,228057,9,Separated,Female,0,0,40,<=50K
54,306985,10,Divorced,Female,0,0,40,<=50K
21,344492,10,Never-married,Female,0,0,30,<=50K
27,331046,13,Never-married,Female,0,0,45,<=50K
18,39529,8,Never-married,Female,0,0,32,<=50K
56,83696,13,Separated,Female,0,0,38,<=50K
34,103371,11,Never-married,Female,0,0,40,<=50K
59,370615,9,Widowed,Female,0,0,60,<=50K
62,174355,9,Widowed,Female,0,0,40,<=50K
22,244771,7,Separated,Female,0,0,40,<=50K
36,348022,6,Married-civ-spouse,Female,0,0,24,<=50K
64,183513,9,Never-married,Female,0,0,25,<=50K
46,111163,9,Separated,Female,0,0,38,<=50K
19,860348,10,Never-married,Female,0,0,25,<=50K
30,168334,9,Married-civ-spouse,Female,0,0,30,<=50K
58,142924,14,Never-married,Female,0,0,24,>50K
58,316235,9,Divorced,Female,0,0,32,<=50K
41,165798,3,Divorced,Female,0,0,40,<=50K
41,202822,9,Separated,Female,0,0,32,<=50K
26,117217,13,Divorced,Female,0,0,45,<=50K
31,236391,10,Never-married,Female,0,0,40,<=50K
22,126613,10,Never-married,Female,0,0,20,<=50K
36,282602,11,Separated,Female,0,0,40,<=50K
45,87583,9,Married-civ-spouse,Female,0,0,14,<=50K
33,166961,10,Never-married,Female,0,0,38,<=50K
49,558183,11,Married-spouse-absent,Female,0,0,40,<=50K
67,197865,10,Divorced,Female,0,0,40,<=50K
24,103064,13,Never-married,Female,3674,0,40,<=50K
46,202560,9,Married-civ-spouse,Female,0,0,40,>50K
22,81145,9,Never-married,Female,0,0,25,<=50K
19,47713,10,Never-married,Female,0,0,40,<=50K
31,316672,9,Never-married,Female,0,0,40,<=50K
31,80511,12,Divorced,Female,0,0,44,<=50K
23,220168,9,Never-married,Female,0,0,25,<=50K
21,197182,12,Never-married,Female,0,0,40,<=50K
35,189240,10,Divorced,Female,0,0,40,<=50K
30,169583,9,Never-married,Female,0,0,35,<=50K
19,167149,10,Never-married,Female,0,0,25,<=50K
56,149686,5,Widowed,Female,0,0,40,<=50K
25,189775,10,Married-spouse-absent,Female,0,0,20,<=50K
18,327612,6,Never-married,Female,0,0,20,<=50K
35,144322,12,Divorced,Female,0,0,50,<=50K
50,166220,12,Married-civ-spouse,Female,3942,0,40,<=50K
46,192768,9,Married-civ-spouse,Female,0,0,40,<=50K
30,45781,9,Never-married,Female,0,0,40,<=50K
35,63021,10,Divorced,Female,0,0,35,<=50K
51,134808,9,Separated,Female,0,0,40,<=50K
37,44780,12,Divorced,Female,0,0,40,<=50K
28,156300,14,Never-married,Female,0,0,45,<=50K
23,267471,8,Never-married,Female,0,0,25,<=50K
31,502752,13,Married-civ-spouse,Female,0,0,40,>50K
40,29927,9,Divorced,Female,0,0,45,<=50K
36,134367,9,Divorced,Female,0,0,30,<=50K
22,110946,10,Never-married,Female,0,0,40,<=50K
48,193075,9,Divorced,Female,0,0,20,<=50K
36,41490,10,Divorced,Female,0,0,40,<=50K
53,233369,10,Widowed,Female,0,0,40,<=50K
39,282153,10,Never-married,Female,0,0,20,<=50K
30,44419,10,Never-married,Female,0,0,40,<=50K
62,159908,10,Married-civ-spouse,Female,0,0,38,>50K
25,137645,13,Never-married,Female,0,0,40,<=50K
40,216116,5,Never-married,Female,0,0,40,<=50K
24,498349,13,Never-married,Female,0,0,40,<=50K
23,104443,10,Never-married,Female,0,0,40,<=50K
35,153535,9,Divorced,Female,0,0,36,<=50K
21,34616,10,Never-married,Female,0,0,25,<=50K
65,79272,10,Widowed,Female,0,0,6,<=50K
29,543477,10,Never-married,Female,0,0,40,<=50K
55,173296,14,Divorced,Female,0,0,45,<=50K
43,197810,14,Divorced,Female,0,0,40,<=50K
24,188505,13,Married-AF-spouse,Female,0,0,40,>50K
25,52536,12,Divorced,Female,0,1594,25,<=50K
58,197642,10,Never-married,Female,0,0,39,<=50K
39,114678,9,Divorced,Female,5455,0,40,<=50K
23,208826,13,Never-married,Female,0,0,40,<=50K
35,54595,8,Never-married,Female,0,0,40,<=50K
33,228528,6,Never-married,Female,0,0,35,<=50K
18,166889,10,Never-married,Female,0,1602,35,<=50K
29,159788,14,Never-married,Female,0,0,80,<=50K
38,155676,9,Divorced,Female,0,0,40,<=50K
21,236684,10,Never-married,Female,0,0,8,<=50K
53,123092,9,Widowed,Female,0,0,40,<=50K
25,174592,9,Never-married,Female,0,0,25,<=50K
39,251710,6,Married-spouse-absent,Female,0,1721,15,<=50K
17,183066,6,Never-married,Female,0,0,25,<=50K
34,226629,9,Never-married,Female,0,0,40,<=50K
25,243560,9,Never-married,Female,0,0,40,<=50K
62,136314,10,Married-civ-spouse,Female,0,0,40,<=50K
31,234387,9,Divorced,Female,0,0,40,<=50K
37,134367,13,Married-civ-spouse,Female,0,0,37,>50K
25,198587,10,Never-married,Female,2174,0,50,<=50K
30,56004,10,Never-married,Female,0,0,40,<=50K
20,203353,10,Never-married,Female,0,0,40,<=50K
34,93886,13,Married-civ-spouse,Female,0,0,46,>50K
20,362999,10,Never-married,Female,0,0,20,<=50K
44,378251,9,Married-civ-spouse,Female,0,0,38,<=50K
17,36877,6,Never-married,Female,0,0,10,<=50K
56,129762,10,Divorced,Female,0,0,35,<=50K
19,128453,9,Never-married,Female,0,0,28,<=50K
20,70240,9,Never-married,Female,0,0,24,<=50K
31,43953,13,Married-civ-spouse,Female,0,0,35,<=50K
22,64292,10,Never-married,Female,0,0,37,<=50K
65,323006,9,Widowed,Female,0,0,25,<=50K
65,174904,9,Separated,Female,0,0,40,<=50K
30,29662,12,Married-civ-spouse,Female,0,0,25,>50K
29,176723,10,Never-married,Female,0,0,25,<=50K
30,159442,9,Separated,Female,0,0,40,<=50K
28,50512,13,Never-married,Female,2202,0,50,<=50K
41,217455,9,Divorced,Female,0,0,40,<=50K
57,266189,9,Divorced,Female,0,0,42,<=50K
24,283806,10,Never-married,Female,0,0,40,<=50K
25,252752,10,Never-married,Female,0,0,8,<=50K
48,112860,6,Married-civ-spouse,Female,0,0,35,<=50K
26,397317,14,Never-married,Female,0,1876,40,<=50K
49,304246,14,Separated,Female,0,0,70,<=50K
67,244122,11,Widowed,Female,0,0,1,<=50K
20,29810,10,Never-married,Female,0,0,40,<=50K
35,144172,12,Married-civ-spouse,Female,0,0,16,<=50K
23,148709,9,Separated,Female,0,0,40,<=50K
36,206253,10,Never-married,Female,0,1617,40,<=50K
45,428350,9,Married-civ-spouse,Female,0,1740,40,<=50K
40,273308,9,Divorced,Female,0,0,48,<=50K
42,104663,16,Never-married,Female,0,0,40,>50K
24,33432,12,Married-civ-spouse,Female,0,0,40,<=50K
35,148903,9,Married-civ-spouse,Female,0,0,16,>50K
68,38317,2,Divorced,Female,0,0,20,<=50K
27,220754,16,Never-married,Female,0,0,40,<=50K
25,163396,10,Never-married,Female,0,0,40,<=50K
35,169638,10,Divorced,Female,0,0,36,<=50K
19,252862,11,Never-married,Female,0,0,40,<=50K
38,52963,13,Never-married,Female,0,0,50,<=50K
69,199591,15,Married-civ-spouse,Female,0,0,25,<=50K
46,183168,13,Divorced,Female,0,0,43,<=50K
45,135776,14,Divorced,Female,0,0,30,<=50K
24,102942,10,Never-married,Female,0,0,50,<=50K
46,169042,6,Never-married,Female,0,0,25,<=50K
36,460437,5,Divorced,Female,0,0,40,<=50K
24,52242,9,Married-civ-spouse,Female,0,0,40,>50K
35,359131,13,Married-civ-spouse,Female,7298,0,8,>50K
21,115895,10,Never-married,Female,0,0,20,<=50K
26,358975,10,Never-married,Female,0,0,50,<=50K
35,139647,10,Divorced,Female,0,0,40,>50K
47,213745,10,Divorced,Female,0,0,45,<=50K
28,130067,13,Married-civ-spouse,Female,0,0,40,>50K
50,142073,9,Married-spouse-absent,Female,0,0,55,<=50K
27,51025,9,Never-married,Female,0,0,40,<=50K
49,349633,14,Married-civ-spouse,Female,0,0,50,>50K
34,56964,16,Married-civ-spouse,Female,0,0,50,>50K
27,146764,10,Married-civ-spouse,Female,0,0,40,>50K
60,225883,10,Widowed,Female,0,0,27,<=50K
40,96055,9,Separated,Female,0,0,45,<=50K
49,107597,9,Divorced,Female,14084,0,30,>50K
28,77009,4,Divorced,Female,0,0,50,<=50K
55,148590,6,Widowed,Female,0,0,40,<=50K
45,289468,7,Widowed,Female,0,0,40,<=50K
48,236858,7,Divorced,Female,0,0,31,<=50K
54,161691,14,Divorced,Female,0,2559,40,>50K
60,226949,9,Divorced,Female,0,0,37,<=50K
56,100776,9,Married-civ-spouse,Female,0,0,50,<=50K
47,141483,5,Divorced,Female,0,0,40,<=50K
22,334693,10,Never-married,Female,0,0,40,<=50K
38,146178,9,Never-married,Female,0,0,40,<=50K
58,99141,9,Divorced,Female,0,0,10,<=50K
41,88368,9,Never-married,Female,0,0,50,<=50K
65,172510,10,Widowed,Female,1848,0,20,<=50K
19,258633,10,Never-married,Female,0,0,30,<=50K
35,32220,12,Never-married,Female,0,0,60,<=50K
35,316141,10,Divorced,Female,7443,0,40,<=50K
36,469056,9,Divorced,Female,0,0,25,<=50K
49,84013,9,Divorced,Female,0,0,35,<=50K
28,175431,5,Divorced,Female,0,0,40,<=50K
46,236827,5,Separated,Female,0,0,40,<=50K
24,174391,9,Married-civ-spouse,Female,0,0,40,<=50K
32,288229,10,Married-civ-spouse,Female,0,0,40,<=50K
44,317320,10,Divorced,Female,0,0,40,<=50K
56,132930,14,Never-married,Female,0,0,50,>50K
18,365683,9,Never-married,Female,0,0,16,<=50K
60,44915,14,Divorced,Female,0,0,10,<=50K
59,61298,13,Married-spouse-absent,Female,0,0,40,<=50K
22,284317,12,Never-married,Female,0,0,40,<=50K
41,299813,5,Married-civ-spouse,Female,0,0,70,<=50K
24,117109,13,Never-married,Female,0,0,27,<=50K
45,168837,10,Married-civ-spouse,Female,0,0,24,>50K
27,163127,11,Married-civ-spouse,Female,0,0,35,<=50K
19,294029,7,Never-married,Female,0,0,32,<=50K
43,222971,3,Never-married,Female,0,0,40,<=50K
20,210338,10,Never-married,Female,0,0,15,<=50K
20,317443,10,Never-married,Female,0,0,15,<=50K
48,47022,9,Widowed,Female,0,0,48,<=50K
33,137616,14,Never-married,Female,0,0,35,<=50K
19,69182,10,Never-married,Female,0,0,27,<=50K
52,49069,10,Married-civ-spouse,Female,0,0,40,>50K
24,301199,10,Never-married,Female,0,0,20,<=50K
27,170504,13,Never-married,Female,0,0,40,<=50K
35,301369,8,Never-married,Female,0,0,40,<=50K
20,163665,9,Never-married,Female,0,0,20,<=50K
23,210029,10,Never-married,Female,0,0,20,<=50K
31,168521,13,Never-married,Female,0,0,40,<=50K
39,150217,10,Divorced,Female,0,0,38,<=50K
68,233954,14,Widowed,Female,0,0,40,>50K
50,161075,9,Widowed,Female,0,0,40,<=50K
19,236570,9,Never-married,Female,0,0,16,<=50K
26,284250,9,Never-married,Female,0,0,40,<=50K
24,234460,5,Never-married,Female,0,0,40,<=50K
45,125933,10,Divorced,Female,0,0,40,<=50K
36,411797,13,Never-married,Female,0,0,35,>50K
33,213813,10,Divorced,Female,0,0,40,<=50K
20,301199,10,Never-married,Female,0,0,24,<=50K
31,225507,11,Never-married,Female,0,0,40,<=50K
40,237293,15,Married-civ-spouse,Female,15024,0,40,>50K
20,161708,10,Never-married,Female,0,0,35,<=50K
46,110794,10,Never-married,Female,0,0,40,<=50K
18,96445,10,Never-married,Female,0,0,24,<=50K
38,114591,13,Married-civ-spouse,Female,15024,0,40,>50K
32,185480,11,Divorced,Female,0,0,40,<=50K
31,170430,15,Never-married,Female,0,0,80,<=50K
43,106982,13,Separated,Female,0,0,40,<=50K
74,183701,6,Widowed,Female,0,0,6,<=50K
45,27184,9,Widowed,Female,0,0,38,<=50K
52,346668,14,Never-married,Female,0,0,40,<=50K
44,246862,9,Married-civ-spouse,Female,0,0,40,>50K
27,78529,9,Never-married,Female,0,0,15,<=50K
33,173998,9,Married-civ-spouse,Female,0,1485,38,<=50K
45,140581,10,Widowed,Female,0,0,40,<=50K
30,177522,9,Married-civ-spouse,Female,0,0,20,<=50K
19,378418,9,Never-married,Female,0,0,40,<=50K
23,163665,9,Never-married,Female,0,0,32,<=50K
26,152035,9,Never-married,Female,0,0,40,<=50K
23,133239,11,Never-married,Female,0,0,40,<=50K
26,186151,9,Separated,Female,0,0,40,<=50K
40,222011,14,Never-married,Female,3325,0,40,<=50K
21,54472,9,Never-married,Female,0,0,40,<=50K
52,366232,5,Divorced,Female,0,0,40,<=50K
23,117363,13,Never-married,Female,0,0,40,<=50K
24,41356,10,Never-married,Female,0,0,40,<=50K
27,252506,10,Divorced,Female,0,0,40,<=50K
59,212783,9,Divorced,Female,0,0,38,<=50K
28,192283,14,Married-spouse-absent,Female,0,0,80,>50K
18,214989,10,Never-married,Female,0,1602,24,<=50K
40,272240,9,Divorced,Female,0,0,40,<=50K
28,60374,9,Married-civ-spouse,Female,0,0,35,<=50K
28,270366,6,Divorced,Female,0,0,40,<=50K
26,276548,9,Married-civ-spouse,Female,0,0,20,<=50K
56,242670,10,Widowed,Female,0,0,40,<=50K
20,125165,10,Never-married,Female,0,0,25,<=50K
24,187115,13,Never-married,Female,0,0,20,<=50K
36,209993,2,Widowed,Female,0,0,20,<=50K
38,436361,9,Divorced,Female,0,0,75,<=50K
42,156580,13,Married-civ-spouse,Female,0,0,40,<=50K
35,230754,14,Never-married,Female,0,0,40,<=50K
20,163665,10,Never-married,Female,0,0,17,<=50K
25,217030,9,Never-married,Female,0,0,30,<=50K
50,363405,13,Married-civ-spouse,Female,0,0,50,>50K
28,526528,10,Never-married,Female,3887,0,40,<=50K
22,213902,9,Never-married,Female,0,0,40,<=50K
24,182812,10,Never-married,Female,3325,0,52,<=50K
41,178002,9,Married-civ-spouse,Female,0,0,40,>50K
37,177285,11,Married-civ-spouse,Female,0,0,48,>50K
29,116613,13,Never-married,Female,0,0,40,<=50K
18,146378,10,Never-married,Female,0,0,40,<=50K
65,106910,7,Divorced,Female,0,0,15,<=50K
26,173927,11,Never-married,Female,0,0,60,<=50K
20,358783,10,Never-married,Female,0,0,35,<=50K
27,240809,10,Never-married,Female,0,0,56,<=50K
39,261504,8,Divorced,Female,0,0,40,<=50K
22,167615,9,Never-married,Female,0,0,40,<=50K
31,345277,13,Divorced,Female,0,0,40,<=50K
27,289147,9,Never-married,Female,0,0,40,<=50K
40,162108,13,Divorced,Female,0,0,50,<=50K
70,221603,10,Widowed,Female,0,0,34,<=50K
59,261816,10,Divorced,Female,0,0,52,<=50K
19,142219,10,Never-married,Female,0,0,30,<=50K
21,184756,10,Never-married,Female,0,0,16,<=50K
25,404951,13,Never-married,Female,0,0,38,<=50K
32,261056,13,Never-married,Female,2174,0,60,<=50K
20,286391,10,Never-married,Female,2176,0,20,<=50K
50,102346,13,Married-civ-spouse,Female,0,2415,20,>50K
36,235371,9,Never-married,Female,0,0,40,<=50K
44,111275,9,Divorced,Female,0,0,56,<=50K
20,66695,10,Never-married,Female,594,0,35,<=50K
50,113176,9,Divorced,Female,0,0,40,<=50K
48,398843,10,Separated,Female,0,0,35,<=50K
44,279183,10,Married-civ-spouse,Female,0,0,40,>50K
45,101320,9,Divorced,Female,0,0,40,<=50K
74,180455,13,Widowed,Female,0,0,8,<=50K
64,203783,9,Widowed,Female,0,0,8,<=50K
69,541737,10,Widowed,Female,2050,0,24,<=50K
42,57600,9,Divorced,Female,0,0,45,<=50K
32,46691,13,Never-married,Female,0,0,40,<=50K
19,200790,8,Married-civ-spouse,Female,15024,0,40,>50K
28,165030,10,Never-married,Female,0,0,50,<=50K
40,282155,9,Separated,Female,0,0,25,<=50K
24,311376,13,Never-married,Female,0,0,40,<=50K
39,319248,6,Never-married,Female,0,0,25,<=50K
31,173350,9,Never-married,Female,0,0,30,<=50K
52,132973,9,Divorced,Female,0,0,38,<=50K
46,443179,13,Divorced,Female,0,0,8,<=50K
19,250249,10,Never-married,Female,0,0,10,<=50K
35,142616,9,Separated,Female,0,0,30,<=50K
21,176262,10,Never-married,Female,0,0,30,<=50K
36,526968,6,Divorced,Female,0,0,40,<=50K
23,247731,9,Divorced,Female,0,0,40,<=50K
51,129177,9,Divorced,Female,0,0,38,<=50K
19,45643,10,Never-married,Female,0,0,25,<=50K
28,179512,9,Separated,Female,0,0,50,<=50K
28,266070,15,Never-married,Female,0,0,50,<=50K
55,326297,9,Separated,Female,0,0,25,<=50K
33,222205,9,Married-civ-spouse,Female,0,0,40,>50K
41,143046,14,Never-married,Female,0,0,40,<=50K
40,166327,10,Divorced,Female,0,0,35,<=50K
27,188189,10,Never-married,Female,0,0,30,<=50K
55,171780,12,Divorced,Female,0,0,30,<=50K
23,325921,11,Never-married,Female,0,0,36,<=50K
59,241297,10,Widowed,Female,6849,0,40,<=50K
28,407672,10,Divorced,Female,0,0,40,<=50K
28,214385,11,Never-married,Female,0,0,40,<=50K
40,260696,9,Never-married,Female,0,0,40,<=50K
29,137618,10,Never-married,Female,0,0,41,>50K
23,201682,13,Never-married,Female,0,0,35,<=50K
34,188798,13,Never-married,Female,0,0,40,<=50K
57,217692,9,Widowed,Female,0,0,38,<=50K
37,57424,13,Divorced,Female,0,0,60,<=50K
48,148306,14,Divorced,Female,0,0,40,<=50K
35,139770,9,Never-married,Female,6849,0,40,<=50K
31,487742,10,Separated,Female,0,0,40,<=50K
25,216010,12,Married-civ-spouse,Female,0,0,40,<=50K
19,43937,10,Never-married,Female,0,0,20,<=50K
46,169180,11,Divorced,Female,0,0,40,<=50K
37,161226,9,Married-civ-spouse,Female,0,0,30,>50K
35,163582,6,Divorced,Female,0,0,16,<=50K
46,97883,13,Never-married,Female,0,0,35,<=50K
19,188618,10,Never-married,Female,0,0,25,<=50K
21,211301,10,Never-married,Female,0,0,8,<=50K
19,194205,10,Never-married,Female,0,0,40,<=50K
60,297261,10,Widowed,Female,0,0,15,<=50K
29,270379,9,Never-married,Female,0,0,40,<=50K
44,198270,12,Divorced,Female,0,0,43,<=50K
26,203777,10,Never-married,Female,0,0,37,<=50K
29,24562,13,Divorced,Female,0,0,40,<=50K
50,240612,9,Married-spouse-absent,Female,0,0,10,<=50K
29,286634,13,Married-civ-spouse,Female,0,0,50,>50K
64,182866,9,Widowed,Female,0,0,40,<=50K
37,176293,10,Married-spouse-absent,Female,0,0,30,<=50K
39,380614,10,Divorced,Female,0,0,45,>50K
49,403112,9,Divorced,Female,0,0,32,<=50K
28,128509,3,Never-married,Female,0,0,40,<=50K
27,175821,9,Married-civ-spouse,Female,0,0,34,<=50K
28,188236,10,Never-married,Female,0,0,40,<=50K
57,109973,9,Divorced,Female,0,0,40,<=50K
29,236436,9,Never-married,Female,0,0,40,<=50K
30,233993,13,Never-married,Female,0,0,15,<=50K
64,199298,3,Divorced,Female,0,0,45,<=50K
28,161674,9,Never-married,Female,0,0,40,<=50K
39,103260,13,Married-civ-spouse,Female,0,0,30,>50K
61,28375,14,Divorced,Female,0,0,70,<=50K
17,41865,6,Never-married,Female,0,0,25,<=50K
40,170230,13,Married-spouse-absent,Female,0,0,40,<=50K
57,133126,10,Never-married,Female,0,0,40,<=50K
55,28735,9,Divorced,Female,0,0,45,<=50K
74,256674,9,Widowed,Female,0,0,25,<=50K
25,181054,13,Never-married,Female,0,0,40,<=50K
52,145081,4,Never-married,Female,0,0,40,<=50K
47,185254,3,Never-married,Female,0,0,40,<=50K
43,158177,10,Divorced,Female,0,0,35,<=50K
40,173321,9,Married-civ-spouse,Female,0,0,32,<=50K
38,166585,13,Divorced,Female,0,0,55,<=50K
18,133055,9,Never-married,Female,0,0,30,<=50K
45,187969,11,Never-married,Female,0,0,38,<=50K
59,191965,7,Married-civ-spouse,Female,3908,0,28,<=50K
42,343609,10,Separated,Female,0,0,50,<=50K
51,182985,9,Married-civ-spouse,Female,0,0,40,<=50K
52,404453,9,Never-married,Female,0,0,40,<=50K
39,191841,12,Separated,Female,0,0,30,<=50K
62,192866,10,Widowed,Female,0,0,20,<=50K
30,234919,10,Never-married,Female,0,0,40,<=50K
54,124194,9,Widowed,Female,0,0,40,<=50K
45,122195,9,Widowed,Female,0,0,40,<=50K
32,232855,9,Never-married,Female,0,0,40,<=50K
23,330571,13,Never-married,Female,0,0,25,<=50K
43,158926,14,Married-civ-spouse,Female,0,0,50,<=50K
31,137814,10,Divorced,Female,0,0,30,<=50K
47,287828,13,Married-civ-spouse,Female,0,0,40,>50K
39,78171,10,Married-spouse-absent,Female,0,0,40,<=50K
41,33310,9,Never-married,Female,0,0,40,<=50K
26,192213,14,Never-married,Female,0,0,40,<=50K
